Artist,Title,Lyrics
Bob Dylan,Girl from the North Country,"If you’re travelin' in the north country fair
Where the winds hit heavy on the borderline
Remember me to one who lives there
For she once was a true love of mine

If you go when the snowflakes storm
When the rivers freeze and summer ends
Please see if she has a coat so warm
To keep her from the howling winds

Please see if her hair hangs long
If it rolls and flows all down her breast
Please see for me if her hair's hangin' long
For that’s the way I remember her best

I’m a-wondering if she remembers me at all
Many times I’ve often prayed
In the darkness of my night
In the brightness of my day

So if you’re travelin' the north country fair
Where the winds hit heavy on the borderline
Remember me to one who lives there
For she once was a true love of mine"
Bob Dylan,Tempest,"The pale moon rose in its glory
Out o'er the Western town
She told a sad, sad story
Of the great ship that went down

T'was the fourteenth day of April
Over the waves she rode
Sailing into tomorrow
To a gilded age foretold

The night was black with starlight
The seas were sharp and clear
Moving through the shadows
The promised hour was near

Lights were holding steady
Gliding over the foam
All the lords and ladies
Heading for their eternal home

The chandeliers were swaying
From the balustrades above
The orchestra was playing
Songs of faded love

The watchman, he lay dreaming
As the ballroom dancers twirled
He dreamed the Titanic was sinking
Into the underworld

Leo took his sketchbook
He was often so inclined
He closed his eyes and painted
The scenery in his mind

Cupid struck his bosom
And broke it with a snap
The closest woman to him
He fell into her lap

He heard a loud commotion
Something sounded wrong
His inner spirit was saying
That he couldn't stand here long

He staggered to the quarterdeck
No time now to sleep
Water on the quarterdeck
Already three foot deep

Smokestack was leaning sideways
Heavy feet began to pound
He walked into the whirlwind
Sky splitting all around

The ship was going under
The universe had opened wide
The roll was called up yonder
The angels turned aside

Lights down in the hallway
Flickering dim and dull
Dead bodies already floating
In the double bottom hull

The engines then exploded
Propellers they failed to start
The boilers overloaded
The ship's bow split apart

Passengers were flying
Backward, forward, far and fast
They mumbled, fumbled, and tumbled
Each one more weary than the last

The veil was torn asunder
'Tween the hours of twelve and one
No change, no sudden wonder
Could undo what had been done

The watchman lay there dreaming
At forty-five degrees
He dreamed that the Titanic was sinking
Dropping to her knees

Wellington he was sleeping
His bed began to slide
His valiant heart was beating
He pushed the tables aside

Glass of shattered crystal
Lay scattered roundabout
He strapped on both his pistols
How long could he hold out?

His men and his companions
Were nowhere to be seen
In silence there he waited for
Time and space to intervene

The passageway was narrow
There was blackness in the air
He saw every kind of sorrow
Heard voices everywhere

Alarm-bells were ringing
To hold back the swelling tide
Friends and lovers clinging
To each other side by side

Mothers and their daughters
Descending down the stairs
Jumped into the icy waters
Love and pity sent their prayers

The rich man, Mister Astor
Kissed his darling wife
He had no way of knowing
Be the last trip of his life

Calvin, Blake, and Wilson
Gambled in the dark
Not one of them would ever live to
Tell the tale or disembark

Brother rose up 'gainst brother
In every circumstance
They fought and slaughtered each other
In a deadly dance

They lowered down the lifeboats
From the sinking wreck
There were traitors, there were turncoats
Broken backs and broken necks

The bishop left his cabin
To help all those in need
Turned his eyes up to the heavens
Said, ""The poor are yours to feed""

Davey the brothel-keeper
Came out dismissed his girls
Saw the water getting deeper
Saw the changing of his world

Jim Backus smiled
He never learned to swim
Saw the little crippled child
And he gave his seat to him

He saw the starlight shining
Streaming from the East
Death was on the rampage
But his heart was now at peace

They battened down the hatches
But the hatches wouldn't hold
They drowned upon the staircase
Of brass and polished gold

Leo said to Cleo
I think I'm going mad
But he'd lost his mind already
Whatever mind he had

He tried to block the doorway
To save all those from harm
Blood from an open wound
Pouring down his arm

Petals fell from flowers
Tell all of them were gone
In the long and dreadful hours
The wizard's curse played on

The host was pouring brandy
He was going down slow
He stayed right to the end and he
Was the last to go

There were many, many others
Nameless here forever more
They never sailed the ocean
Or left their homes before

The watchman, he lay dreaming
The damage had been done
He dreamed the Titanic was sinking
And he tried to tell someone

The captain, barely breathing
Kneeling at the wheel
Above him and beneath him
Fifty thousand tons of steel

He looked over at his compass
And he gazed into its face
Needle pointing downward
He knew he lost the race

In the dark illumination
He remembered bygone years
He read the Book of Revelation
And he filled his cup with tears

When the Reaper's task had ended
Sixteen hundred had gone to rest
The good, the bad, the rich, the poor
The loveliest and the best

They waited at the landing
And they tried to understand
But there is no understanding
For the judgment of God's hand

The news came over the wires
And struck with deadly force
The love had lost its fires
All things had run their course

The watchman he lay dreaming
Of all the things that can be
He dreamed the Titanic was sinking
Into the deep blue sea"
Bob Dylan,"It’s All Over Now, Baby Blue","You must leave now
Take what you need, you think will last
But whatever you wish to keep, you better grab it fast
Yonder stands your orphan with his gun
Crying like a fire in the sun

Look out, the saints are coming through
And it's all over now, Baby Blue

The highway is for gamblers, better use your sense
Take what you have gathered from coincidence
The empty handed painter from your streets
Is drawing crazy patterns on your sheets

The sky, too, is folding under you
And it's all over now, Baby Blue

All your seasick sailors, they are rowing home
All your reindeer armies are all going home
Your lover who just walked out the door
Has taken all his blankets from the floor

The carpet, too, is moving under you
And it's all over now, Baby Blue

Leave your stepping stones behind
There's something that calls for you
Forget the dead you've left
They will not follow you
The vagabond who's rapping at your door
Is standing in the clothes that you once wore

Strike another match, go start anew
And it's all over now, Baby Blue"
Bob Dylan,Ballad of a Thin Man,"You walk into the room
With your pencil in your hand
You see somebody naked
And you, you say, ""Who is that man?""
You try so hard
But you don't understand
Just what you will say
When you get home

Because something is happening here
But ya' don't know what it is
Do you, Mister Jones?

You raise up your head
And you ask, ""Is this where it is?""
And somebody points to you and says
""It's his""
And you say, ""What's mine?""
And somebody else says, ""Well, what is?""
And you say, ""Oh my God, am I here all alone?""

But something is happening here
But ya' don't know what it is
Do you, Mister Jones?

You hand in your ticket
And you go watch the geek
Who immediately walks up to you
When he hears you speak
And says, ""How does it feel to
Be such a freak?""
And you say, ""Impossible""
As he hands you a bone

And something is happening here
But ya' don't know what it is
Do you, Mister Jones?

You have many contacts
Among the lumberjacks
To get you facts
When someone attacks your imagination
But nobody has any respect
Anyway they already expect you
To all give a check
To tax-deductible charity organization
Aw, you've been with the professors
And they've all liked your looks
With great lawyers you have
Discussed lepers and crooks
You've been through all of
F. Scott Fitzgerald's books
You are very well read
It's well known

But something is happening here
But ya' don't know what it is
Do you, Mister Jones?

Well the sword swallower, he comes up to you
And then he kneels
He crosses himself
And then he clicks his high heels
And without further notice
He asks you how it feels
And he says, ""Here is your throat back
Thanks for the loan""

And something is happening here
But ya' don't know what it is
Do you, Mister Jones?

Now you see this one-eyed midget
Shouting the word ""Now""
And you say, ""For what reason?""
And he says, ""How?""
And you say, ""What does this mean?""
And he screams back ""You're a cow
Give me some milk or else go home""

And you know something is happening here
But ya' don't know what it is
Do you, Mister Jones?

Well, you walk into the room
Like a camel and then you frown
You put your eyes in your pocket
And your nose on the ground
There oughtta be a law
Against you comin' around
You should be made
To wear earphones

'Cause something is happening here
But ya' don't know what it is
Do you, Mister Jones?"
John Denver,"Take Me Home, Country Roads","Almost Heaven, West Virginia
Blue Ridge Mountains, Shenandoah River
Life is old there, older than the trees
Younger than the mountains, growing like a breeze

Country roads, take me home
To the place I belong
West Virginia, mountain mama
Take me home, country roads

All my memories gather 'round her
Miner's lady, stranger to blue water
Dark and dusty, painted on the sky
Misty taste of moonshine, teardrop in my eye

Country roads, take me home
To the place I belong
West Virginia, mountain mama
Take me home, country roads

I hear her voice in the morning hour, she calls me
The radio reminds me of my home far away
Driving down the road, I get a feeling
That I should have been home yesterday, yesterday

Country roads, take me home
To the place I belong
West Virginia, mountain mama
Take me home, country roads
Country roads, take me home
To the place I belong
West Virginia, mountain mama
Take me home, country roads

Take me home, (Down) country roads
Take me home, (Down) country roads"
John Denver,Annie’s Song,"You fill up my senses, like a night in a forest
Like the mountains in springtime, like a walk in the rain
Like a storm in the desert, like a sleepy blue ocean
You fill up my senses, come fill me again

Come let me love you, let me give my life to you
Let me drown in your laughter, let me die in your arms
Let me lay down beside you, let me always be with you
Come let me love you, come love me again
(Let me give my life to you
Come let me love you, come love me again)

You fill up my senses, like a night in a forest
Like the mountains in springtime, like a walk in the rain
Like a storm in the desert, like a sleepy blue ocean
You fill up my senses, come fill me again"
John Denver,Leaving on a Jet Plane,"All my bags are packed, I'm ready to go
I'm standing here outside your door
I hate to wake you up to say goodbye
But the dawn is breaking, it's early morn
The taxi's waiting, he's blowin' his horn
Already I'm so lonesome I could die

So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leaving on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go

There's so many times I've let you down
So many times I've played around
I tell you now, they don't mean a thing
Every place I go, I'll think of you
Every song I sing, I'll sing for you
When I come back, I'll bring your wedding ring

So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leaving on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go

Now the time has come to leave you
One more time, let me kiss you
Then close your eyes and I'll be on my way
Dream about the days to come
When I won't have to leave alone
About the times I won't have to say

Kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leaving on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go

I'm leaving on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go"
John Denver,Rocky Mountain High,"He was born in the summer of his 27th year
Comin’ home to a place he’d never been before
He left yesterday behind him, you might say he was born again
You might say he found a key for every door
When he first came to the mountains his life was far away
On the road and hangin’ by a song
But the string’s already broken and he doesn’t really care
It keeps changin’ fast and it don’t last for long

But the Colorado Rocky Mountain high
I’ve seen it rainin’ fire in the sky
The shadow from the starlight is softer than a lullabye
Rocky Mountain high (in Colorado)
Rocky Mountain high (in Colorado)

He climbed cathedral mountains, he saw silver clouds below
He saw everything as far as you can see
And they say he got crazy once, and he tried to touch the sun
And he lost a friend but kept the memory
Now he walks in quiet solitude the forests and the streams
Seeking grace in every step he takes
His sight has turned inside himself to try and understand
The serenity of a clear blue mountain lake

And the Colorado Rocky Mountain high
I’ve seen it rainin’ fire in the sky
Talk to God and listen to the casual reply
Rocky Mountain high (in Colorado)
Rocky Mountain high (in Colorado)

Now his life is full of wonder but his heart still knows some fear
Of the simple thing he cannot comprehend
Why they try to tear the mountains down
To bring in a couple more
More people, more scars upon the land

And the Colorado Rocky Mountain high
I’ve seen it rainin’ fire in the sky
Though he'd be a poorer man if he never saw eagles fly
Rocky Mountain high
The Colorado Rocky Mountain high
I’ve seen it rainin’ fire in the sky
Friends around the campfire and everybody's high (high  high)
Rocky Mountain high (high Colorado)
Rocky Mountain high (high Colorado)
Rocky Mountain high (high Colorado)
Rocky Mountain high (high Colorado)
Rocky Mountain high (in Colorado)
Rocky Mountain high (high Colorado)"
John Denver,Home On The Range,"Oh, give me a home where the buffalo roam
Where the deer and the antelope play
Where seldom is heard a discouraging word
And the skies are not cloudy all day
Home, home on the range
Where the deer and the antelope play
Where seldom is heard a discouraging word
And the skies are not cloudy all day
The red man was pressed from this part of the west
It's not likely he'll ever return
To the banks of Red River where seldom if ever
His flickering campfires still burn
Home, home on the range
Where the deer and the antelope play
Where seldom is heard a discouraging word
And the skies are not cloudy all day
How often at night when the heavens are bright
I see the light of those flickering stars
Have I laid there amazed and asked as I gazed
If their glory exceeds that of love
Home, home on the range
Where the deer and the antelope play
Where seldom is heard a discouraging word
And the skies are not cloudy all day"
John Denver,Thank God I’m a Country Boy,"Well, life on a farm is kinda laid back
Ain't much an old country boy like me can't hack
It's early to rise, early in the sack
Thank God I'm a country boy
Well, a simple kind of life never did me no harm
A-raisin' me a family and working on the farm
My days are all filled with an easy country charm
Thank God I'm a country boy

Well, I got me a fine wife, I got me old fiddle
When the sun's coming up, I got cakes on the griddle
And life ain't nothing but a funny, funny riddle
Thank God I'm a country boy

When the work's all done and the sun's setting low
I pull out my fiddle and I rosin up the bow
The kids are asleep so I keep it kinda low
Thank God I'm a country boy
I'd play ""Sally Goodin'"" all day if I could
But the Lord and my wife wouldn't take it very good
So I fiddle when I can and I work when I should
Thank God I'm a country boy

Well, I got me a fine wife, I got me old fiddle
When the sun's coming up, I got cakes on the griddle
And life ain't nothing but a funny, funny riddle
Thank God I'm a country boy
Whoo

Well, I wouldn't trade my life for diamonds or jewels
I never was one of them money hungry fools
I'd rather have my fiddle and my farming tools
Thank God I'm a country boy
Yeah, city folk driving in a black limousine
A lot of sad people thinking that's a-mighty keen
Well son, let me tell you now exactly what I mean
I thank God I'm a country boy

Well, I got me a fine wife, I got me old fiddle
When the sun's coming up, I got cakes on the griddle
And life ain't nothing but a funny, funny riddle
Thank God I'm a country boy


Well, my fiddle was my daddy's till the day he died
And he took me by the hand, held me close to his side
Said, ""Live a good life, play my fiddle with pride
Thank God you're a country boy.""
My daddy taught me young how to hunt and how to whittle
He taught me how to work and play a tune on the fiddle
He taught me how to love and how to give just a little
And thank God I'm a country boy

Well, I got me a fine wife, I got me old fiddle
When the sun's coming up, I got cakes on the griddle
Life ain't nothing but a funny, funny riddle
Whoo, thank God I'm a country boy, yes!"
John Denver,Sunshine on My Shoulders,"Sunshine on my shoulders makes me happy
Sunshine in my eyes can make me cry
Sunshine on the water looks so lovely
Sunshine almost always makes me high
If I had a day that I could give you
I'd give to you the day just like today
If I had a song that I could sing for you
I'd sing a song to make you feel this way
Sunshine on my shoulders makes me happy
Sunshine in my eyes can make me cry
Sunshine on the water looks so lovely
Sunshine almost always makes me high
If I had a tale that I could tell you
I'd tell a tale sure to make you smile
If I had a wish that I could wish for you
I'd make a wish for sunshine for all the while
Sunshine on my shoulders makes me happy
Sunshine in my eyes can make me cry
Sunshine on the water looks so lovely
Sunshine almost always makes me high
Sunshine almost all the time makes me high
Sunshine almost always"
John Denver,My Sweet Lady,"Lady, are you crying, do the tears belong to me
Did you think our time together was all gone
Lady, you've been dreaming, I'm as close as I can be
And I swear to you our time has just begun
Close your eyes and rest your weary mind
I promise I will stay right here beside you
Today our lives were joined, became entwined
I wish that you could know how much I love you
Lady, are you happy, do you feel the way I do
Are there meanings that you've never seen before
Lady, my sweet lady, I just can't believe it's true
And it's like I've never, ever loved before
Lady, are you crying, do the tears belong to me
Did you think our time together was all gone
Lady, my sweet lady, I'm as close as I can be
And I swear to you our time has just begun"
John Denver,Perhaps Love,"Perhaps love is like a resting place, a shelter from the storm
It exists to give you comfort, it is there to keep you warm
And in those times of trouble when you are most alone
The memory of love will bring you home
Perhaps love is like a window, perhaps an open door
It invites you to come closer, it wants to show you more
And even if you lose yourself and don't know what to do
The memory of love will see you through
Love to some is like a cloud, to some as strong as steel
For some a way of living, for some a way to feel
And some say love is holding on and some say letting go
And some say love is everything, and some say they don't know
Perhaps love is like the ocean, full of conflict, full of pain
Like a fire when it's cold outside, thunder when it rains
If I should live forever, and all my dreams come true
My memories of love will be of you
Love to some is like a cloud, to some as strong as steel
For some a way of living, for some a way to feel
And some say love is holding on and some say letting go
And some say love is everything, and some say they don't know"
John Denver,Follow Me,"It's by far the hardest thing I've ever done
To be so in love with you and so alone
Follow me where I go, what I do, who I know
Make it part of you to be a part of me
Follow me up and down
All the way and all around
Take my hand and say you'll follow me
It's long been on my mind
You know it's been a long, long time
I've tried to find the way that I can make you understand
The way I feel about you
And just how much I need you
To be there where I can talk to you
When there's no one else around
Follow me where I go, what I do, who I know
Make it part of you to be a part of me
Follow me up and down
All the way and all around
Take my hand and say you'll follow me
You see I'd like to share my life with you
And show you things I've seen
Places that I'm going to
Places where I've been
To have you there beside me
To never be alone
And all the time that you're with me
We will be at home
Follow me where I go, what I do, who I know
Make it part of you to be a part of me
Follow me up and down
All the way...
Take my hand and I will follow you"
John Denver,I Guess He’d Rather Be in Colorado,"I guess he'd rather be in Colorado
He'd rather spend his time out where the sky looks like a pearl after a rain
Once again I see him walkin Once again I hear him talking to the stars he makes
And asking them for bus fare
I guess he'd rather be in Colorado
He'd rather play his banjo in the morning when the moon is scarcely gone
In the dawn the subways comin in the dawn I hear him hummin'
Some old song he wrote of love in Boulder Canyon
I guess he'd rather be in Colorado
I guess he'd rather be in Colorado
I guess he'd rather work out where the only thing you earn is what you spend
In the end up in his office
In the end a quiet cough is all he has to show
He lives in New York City"
John Denver,Calypso,"To sail on a dream on a crystal clear ocean
To ride on the crest of the wild raging storm
To work in the service of life and the living
In search of the answers to questions unknown
To be part of the movement and part of the growing
Part of beginning to understand

Aye, Calypso, the place's you've been to
The things that you've shown us, the stories you tell
Aye, Calypso, I sing to your spirit
The men who have served you so long and so well

Like the dolphin who guides you, you bring us beside you
To light up the darkness and show us the way
For though we are strangers in your silent world
To live on the land we must learn from the sea
To be true as the tide and free as a wind swell
Joyful and loving in letting it be

Aye, Calypso, the place's you've been to
The things that you've shown us, the stories you tell
Aye, Calypso, I sing to your spirit
The men who have served you so long and so well
Aye, Calypso, the place's you've been to
The things that you've shown us, the stories you tell
Aye, Calypso, I sing to your spirit
The men who have served you so long and so well"
John Denver,I’m Sorry,"It's cold here in the city
It always seems that way
And I've been thinking
About you almost everyday
Thinking about the good times
Thinking about the rain
Thinking about how bad it feels alone again

I'm sorry
For the way things are in China
I'm sorry
Things ain't what they used to be
But more than anything else
I'm sorry for myself
'Cause you're not here with me

Our friends all ask about you
I say you're doing fine
And I expect to hear
From you almost anytime
But they all know I'm crying
And I can't sleep at night
They all know I'm dying down deep inside



I'm sorry
If I took some things for granted
I'm sorry
For the chains I put on you
But more than anything else
I'm sorry for myself
For living without you
It's cold here in the city
It always seems that way
And I've been thinking about you almost every day"
John Denver,"Poems, Prayers, & Promises","I've been lately thinking
About my life's time
All the things I've done
And how it's been
And I can't help believing
In my own mind
I know I'm gonna hate to see it end

I've seen a lot of sunshine
Slept out in the rain
Spent a night or two all on my own
I've known my lady's pleasures
Had myself some friends
And spent a time or two in my own home

And I have to say it now
It's been a good life all in all
It's really fine
To have a chance to hang around
And lie there by the fire
And watch the evening tire
While all my friends and my old lady
Sit and pass the pipe around

And talk of poems and prayers and promises
And things that we believe in
How sweet it is to love someone
How right it is to care
How long it's been since yesterday
And what about tomorrow
And what about our dreams
And all the memories we share

The days they pass so quickly now
Nights are seldom long
And time around me whispers when it's cold
The changes somehow frighten me
Still I have to smile
It turns me on to think of growing old

For though my life's been good to me
There's still so much to do
So many things my mind has never known
I'd like to raise a family
I'd like to sail away
And dance across the mountains on the moon

I have to say it now
It's been a good life all in all
It's really fine
To have the chance to hang around
And lie there by the fire
And watch the evening tire
While all my friends and my old lady
Sit and pass the pipe around

And talk of poems and prayers and promises
And things that we believe in
How sweet it is to love someone
How right it is to care
How long it's been since yesterday
What about tomorrow
What about our dreams
And all the memories we share"
John Denver,Today,"Today, while the blossoms still cling to the vine
I'll taste your strawberries, I'll drink your sweet wine
A million tomorrows shall all pass away
'Ere I forget all the joy that is mine, Today
I'll be a dandy, and I'll be a rover
You'll know who I am by the songs that I sing
I'll feast at your table, I'll sleep in your clover
Who cares what the morrow shall bring
Today, while the blossoms still cling to the vine
I'll taste your strawberries, I'll drink your sweet wine
A million tomorrows shall all pass away
‘Ere I forget all the joy that is mine, Today
I can't be contented with yesterday's glory
I can't live on promises winter to spring
Today is my moment, now is my story
I'll laugh and I'll cry and I'll sing
Today, while the blossoms still cling to the vine
I'll taste your strawberries, I'll drink your sweet wine
A million tomorrows shall all pass away
'Ere I forget all the joy that is mine, Today
Today, while the blossoms still cling to the vine
I'll taste your strawberries, I'll drink your sweet wine
A million tomorrows shall all pass away
'Ere I forget all the joy that is mine, Today"
John Denver,Back Home Again,"There's a storm across the valley
Clouds are rolling in
The afternoon is heavy
On your shoulders
There's a truck out on the four lane
A mile or more away
And the whining of his wheels
Just makes it colder

He's an hour away from riding
On your prayers up in the sky
And ten days on the road
Are barely gone
There's a fire softly burning
Supper's on the stove
It's the light in your eyes
That makes him warm

Hey, it's good to be back home again
Sometimes this old farm
Feels like a long lost friend
Yes, and hey, it's good to be back home again

There's all the news to tell him
How'd you spend your time
What's the latest thing the neighbors say
And your mother called last Friday
Sunshine made her cry
You felt the baby move just yesterday

Hey, it's good to be back home again, yes it is
Sometimes this old farm
Feels like a long lost friend
Yes, and hey, it's good to be back home again

And all the time that I can lay this tired, old body down
To feel your fingers feather soft upon me
The kisses that I live for
The love that lights my way
The happiness that living with you brings me

It's the sweetest thing I know of
Just spending time with you
It's the little things that make a house a home
Like a fire softly burning, supper's on the stove
The light in your eyes that makes me warm

Hey, it's good to be back home again
Sometimes this old farm
Feels like a long lost friend
Yes, and hey, it's good to be back home again
Hey, it's good to be back home again, oh it is
Sometimes this old farm
Feels like a long lost friend
Hey, it's good to be back home again
I said hey, it's good to be back home again"
John Denver,I’ve Been Working On The Railroad,"I've been working on the railroad
All the live long day
I've been working on the railroad
Just to pass the time away
Can't you hear the whistle blowing
Rise up so early in the morn
Can't you hear the whistle blowing
Dinah, blow your horn
Dinah won't you blow
Dinah won't you blow
Dinah, won't you blow your horn
Dinah, won't you blow
Dinah, won't you blow
Dinah, won't you blow your horn
Someone's in the kitchen with Dinah
Someone's in the kitchen I know
Someone's in the kitchen with Dinah
Strumming on the old banjo
Fee fie fiddle eell o
Fee fie fiddle eell o
Fee fie fiddle eell o
Strumming on the old banjo"
John Denver,Casey’s Last Ride,"Casey joins the hollow sound of silent people walking down
The stairway to the subway in the shadows down below
Following their footsteps through the neon darkened corridors
Of silent desperation never speaking to a soul
The poison air he's breathing has a dirty smell of dying
Cause it's never seen the sunshine and it's never felt the rain
But Casey minds the arrows and ignores the fatal echoes
Of the clicking of the turnstyle and the rattle of his chain
Oh she said, Casey it's been so long since I've seen you
Here she said, just a kiss to make a body smile
See she said, I put on new stockings just to please you
Lord she said, Casey can you only stay a while
Casey leaves the underground and stops inside the Golden Crown
For something wet to wipe away the chill that's on his bones
Seeing his reflection in the lives of all the lonely men
Who reach for anything thay can to keep from going home
Standing in the corner Casey drinks his pint of bitter
Never glancing in the mirror at the people passin' by
And he stumbles as he's leavin' and he wonders if the reason
Is the beer that's in his belly or the tear that's in his eye
Oh she said, I suppose you seldom think about me
Now she said, now that you've a family of your own
Still she said, it's so blessed good to feel your body
Lord she said, Casey it's a shame to be alone
Oh she said, Casey it's been so long since I've seen you
Here she said, just a kiss to make a body smile
See she said, I put on new stockings just to please you
Lord she said, Casey can you only stay a while
Lord she said, Casey it's a shame to be alone"
John Denver,For Baby (For Bobbie),"I'll walk in the rain by your side
I'll cling to the warmth of your hand
I'll do anything to keep you satisfied
And I'll love you more than anybody can
And the wind will whisper your name to me
Little birds will sing along in time
Leaves will bow down when you walk by
And morning bells will chime
I'll be there when you're feeling down
To kiss away the tears if you cry
I'll share with you all the happiness I've found
A reflection of the love in your eyes
And I'll sing you the songs of the rainbow
A picture of the joy that is mine
The leaves will bow down when you walk by
And morning bells will chime
I'll walk in the rain by your side
I'll cling to the warmth of your tiny hand
I'll do anything to help you understand
And I'll love you more than anybody can
And the wind will whisper your name to me
Little birds will sing along in time
The leaves will bow down when you walk by
And morning bells will chime"
John Denver,Grandma’s Feather Bed,"When I was a little bitty boy
Just up off the floor
We used to go down to grandma's house
Ev'ry month end or so
We'd have chicken pie and country ham
And homemade butter on the bread
But the best darn thing about Grandma's house
Was a great big feather bed
It was nine feet high and six feet wide
Soft as a downy chick
It was made from the feathers of forty 'leven geese
Took a whole bolt of cloth for the tick
It'd hold eight kids 'n' four hound dogs
And a piggy we stole from the shed
We didn't get much sleep but we had a lot of fun
On grandma's feather bed
After supper we'd sit around the fire
The old folks'd spit and chew
Pa would talk about the farm and the war
And granny'd sing a ballad or two
I'd sit and listen and watch the fire
'Till the cobwebs filled my head
Next thing I'd know I'd wake up in the morning
In the middle of the old feather bed
It was nine feet high and six feet wide
Soft as a downy chick
It was made from the feathers of forty 'leven geese
Took a whole bolt of cloth for the tick
It'd hold eight kids 'n' four hound dogs
And a piggy we stole from the shed
We didn't get much sleep but we had a lot of fun
On grandma's feather bed
Well I love my ma, I love my pa
I love granny and grandpa too
I've been fishin' with my uncle, I wrestled with my cousin
I even kissed Aunt Lou, eww!
But if I ever had to make a choice
I guess it ought to be said
That I'd trade 'em all plus the gal down the road
For grandma's feather bed
I'd trade 'em all plus the gal down the road
(Well I guess... mumbling 'bout the gal down the road)
It was nine feet high and six feet wide
Soft as a downy chick
It was made from the feathers of forty 'leven geese
Took a whole bolt of cloth for the tick
It'd hold eight kids 'n' four hound dogs
And a piggy we stole from the shed
We didn't get much sleep but we had a lot of fun
On grandma's feather bed
We didn't get much sleep but we had a lot of fun
On grandma's feather bed"
John Denver,Rhymes & Reasons,"So you speak to me of sadness and the coming of the winter
Fear that is within you now that seems to never end
And the dreams that have escaped you
And the hope that you've forgotten
And you tell me that you need me now
And you want to be my friend
And you wonder where we're going
Where's the rhyme and where's the reason?
And it's you cannot accept it is here we must begin
To seek the wisdom of the children
And the graceful way of flowers in the wind
For the children and the flowers are my sisters and my brothers
Their laughter and their loveliness would clear a cloudy day
Like the music of the mountains and the colors of the rainbow
They're a promise of the future and a blessing for today
Though the cities start to crumble and the towers fall around us
The sun is slowly fading and it's colder than the sea
It is written: ""From the desert to the mountains they shall lead us
By the hand and by the heart, and they will comfort you and me
In their innocence and trusting, they will teach us to be free.""
For the children and the flowers are my sisters and my brothers
Their laughter and their loveliness would clear a cloudy day
And the song that I am singing is a prayer to nonbelievers:
""Come and stand beside us, we can find a better way."""
John Denver,Homegrown Tomatoes,"Ain't nothin' in the world that I like better
Than bacon an' lettuce n' homegrown tomatoes
Up in the mornin', an' out in the garden
Get you a ripe one, don't get a hard 'un
Plant 'em in the spring, you eat 'em in the summer
All winter without 'em's a culinary bummer
I forgot all about the sweatin' and the diggin'
Every time I go out and pick me a big'un

Homegrown tomatoes, homegrown tomatoes
What'd life be without homegrown tomatoes?
Only two things that money can't buy
And that's true love and homegrown tomatoes

Well, you can go out a'eat, that's for sure
But there's nothin' that a homegrown tomato won't cure
Put 'em in a salad, put 'em in a stew
You can make your own, very own tomato juice
You can eat 'em with eggs, can eat 'em with gravy
You can eat 'em with beans, pinto or navy
Put 'em on the side, put 'em in the middle
Homegrown tomato on a hot cake griddle

Homegrown tomatoes, homegrown tomatoes
What'd life be without homegrown tomatoes?
Only two things that money can't buy
And that's true love and homegrown tomatoes

If I's to change this life I lead
You could call me Johnny Tomatoseed
'Cause I know what this country needs
Homegrown tomatoes'n every yard you see
When I die, don't bury me
In a box in a cold, dark cemetery
Out in the garden would be much better
'Cause I could be a-pushin' up a-homegrown tomatoes

Homegrown tomatoes, homegrown tomatoes
What'd life be without homegrown tomatoes?
There's only two things that money can't buy
And that's true love and homegrown tomatoes
Homegrown tomatoes, homegrown tomatoes
What'd life be without homegrown tomatoes?
There's only two things that money can't buy
And that's true love and homegrown tomatoes"
